,image_name,popularity_score,partial_faces,is_female,baby,child,teenager,youth,middle_age,senior
28592,1209522_231045160436038_2093355150_a,4.58,-1,1,-1,-1,-1,1,-1,-1
28593,1209522_282756041886708_1430796956_a,3.9819999999999998,-1,-1,-1,-1,-1,1,-1,-1
28594,1209522_293569604139226_869913305_a,4.212,-1,1,-1,-1,-1,1,-1,-1
28595,1209522_474854985947704_1775658808_a,4.595,-1,-1,-1,1,-1,-1,-1,-1
28596,1209522_476773059091576_2136652992_a,3.089,1,-1,-1,-1,1,-1,-1,-1
28597,1209522_513375055434631_1019134246_a,2.441,-1,-1,-1,1,-1,-1,-1,-1
28598,1209522_548457251933881_1781373766_a,4.648,-1,1,-1,-1,1,-1,-1,-1
28599,1209522_603049546451028_1164420903_a,5.187,-1,1,-1,-1,-1,-1,-1,-1
28600,1209522_611615472252991_626564383_a,3.969,-1,1,-1,-1,-1,1,-1,-1
28601,1209522_746449998733101_125701945_a,4.446000000000001,-1,1,-1,-1,-1,1,-1,-1
28602,1209532_1402682360006157_940580893_a,4.783,-1,1,-1,-1,-1,1,-1,-1
28603,1209532_1405030422968844_1688154582_a,5.002,-1,1,-1,-1,1,-1,-1,-1
28604,1209532_1421932161398957_1213685398_a,4.559,-1,-1,-1,-1,-1,1,-1,-1
28605,1209532_1431023343812467_881278668_a,3.8819999999999997,1,1,-1,-1,-1,1,-1,-1
28606,1209532_1443110989266039_1420950483_a,4.112,-1,1,-1,-1,-1,-1,1,-1
28607,1209532_239407342849685_318509776_a,5.318,-1,1,-1,-1,-1,-1,-1,-1
28608,1209532_246369822216394_1551565709_a,3.5660000000000003,-1,1,-1,-1,-1,-1,-1,-1
28609,1209532_280624888770452_421288457_a,4.388999999999999,-1,-1,-1,-1,-1,1,-1,-1
28610,1209532_536756986444355_1291961365_a,4.197,-1,-1,-1,-1,-1,-1,-1,-1
28611,1209532_679200748805189_353477631_a,3.261,-1,1,-1,-1,-1,1,-1,-1
28612,1209532_687481674631397_1638507809_a,5.063,-1,1,-1,-1,-1,1,-1,-1
28613,1209532_691287587597257_516714592_a,4.438,-1,1,-1,-1,1,-1,-1,-1
28614,1209532_779957348715744_240974147_a,4.433,-1,1,-1,-1,-1,1,-1,-1
28615,1209532_807278689301265_1929141956_a,3.588,-1,1,-1,-1,-1,1,-1,-1
28616,1209540_1396961047248379_1169736107_a,4.303,-1,1,-1,-1,-1,1,-1,-1
28617,1209540_1400903106850497_1375265680_a,3.755,-1,-1,-1,-1,-1,1,-1,-1
28618,1209540_1411787659091415_294840222_a,4.106,-1,1,-1,-1,-1,1,-1,-1
28619,1209540_1421379618119844_227329300_a,4.474,-1,1,-1,-1,-1,1,-1,-1
28620,1209540_1492226257665957_1676320444_a,4.696000000000001,-1,1,-1,-1,-1,1,-1,-1
28621,1209540_1570362896522830_179310868_a,4.742,-1,1,-1,-1,-1,-1,1,-1
28622,1209540_214863478723947_989907242_a,3.553,-1,1,-1,-1,-1,1,-1,-1
28623,1209540_234431906748315_308281902_a,4.314,-1,-1,-1,-1,-1,1,-1,-1
28624,1209540_242079959309813_231319891_a,4.503,1,1,-1,-1,-1,1,-1,-1
28625,1209540_244072765780027_1866319101_a,4.211,-1,1,-1,-1,-1,1,-1,-1
28626,1209540_283285391841036_792357521_a,4.757,-1,-1,-1,-1,1,-1,-1,-1
28627,1209540_424896994320386_2095993830_a,4.994,-1,1,-1,-1,-1,1,-1,-1
28628,1209540_430377627106104_510995287_a,4.478,-1,1,-1,-1,-1,1,-1,-1
28629,1209540_477944998999779_231785199_a,4.051,-1,1,-1,-1,1,-1,-1,-1
28630,1209540_527090474070314_1034618264_a,3.892,-1,1,-1,-1,-1,1,-1,-1
28631,1209540_577885568975114_1979699758_a,5.404,-1,1,-1,-1,-1,1,-1,-1
28632,1209540_691606424228715_1830604189_a,4.319,1,1,-1,-1,-1,1,-1,-1
28633,1209548_1388950048051586_1280384182_a,3.6639999999999997,1,1,-1,-1,-1,1,-1,-1
28634,1209548_1410627945872186_118839440_a,3.545,-1,1,-1,-1,-1,1,-1,-1
28635,1209548_1412002245729894_1232586704_a,4.819,-1,1,-1,-1,-1,1,-1,-1
28636,1209548_238539186348500_1906852985_a,3.412,-1,1,-1,-1,-1,1,-1,-1
28637,1209548_238870689633884_1724114501_a,4.666,-1,1,-1,-1,-1,1,-1,-1
28638,1209548_332968153517124_1280835409_a,3.9589999999999996,-1,-1,-1,-1,-1,1,-1,-1
28639,1209548_383638828445026_1258788086_a,3.762,1,1,-1,-1,1,-1,-1,-1
28640,1209548_387530261389874_733124458_a,4.607,-1,1,-1,-1,-1,-1,-1,-1
28641,1209548_406551926148840_2076541010_a,4.012,-1,1,-1,-1,-1,1,-1,-1
28642,1209548_527920313992809_1537540594_a,3.986,-1,-1,-1,-1,-1,1,-1,-1
28643,1209548_790686980958995_904673202_a,4.343999999999999,-1,1,-1,-1,-1,1,-1,-1
28644,1209557_1486662818212039_502792491_a,4.322,-1,1,-1,-1,-1,1,-1,-1
28645,1209557_223446094521199_1085739531_a,4.25,-1,-1,-1,-1,-1,1,-1,-1
28646,1209557_278192505680683_897670072_a,3.2739999999999996,-1,1,-1,-1,-1,1,-1,-1
28647,1209557_478470268920585_425650238_a,4.262,-1,1,-1,-1,-1,1,-1,-1
28648,1209557_567097306723019_2075206412_a,4.525,-1,1,-1,-1,-1,1,-1,-1
28649,1209557_606886122740296_475553521_a,3.554,-1,1,-1,-1,-1,1,-1,-1
28650,1209557_612426822167761_1036281993_a,3.7260000000000004,-1,1,-1,-1,-1,-1,-1,-1
28651,1209557_665730383508835_1155143204_a,3.734,1,1,-1,-1,-1,1,-1,-1
28652,1209557_705272566186411_548009641_a,4.02,-1,1,-1,-1,-1,1,-1,-1
28653,1209557_730265806995562_1071069941_a,4.275,-1,1,-1,-1,-1,-1,-1,-1
28654,1209557_734029279981900_2065425068_a,4.246,-1,-1,-1,-1,-1,-1,-1,-1
28655,1209557_777837532233931_1955243393_a,5.438,-1,1,-1,-1,-1,1,-1,-1
28656,1209565_1096266300418147_1200649132_a,4.149,-1,1,-1,-1,-1,1,-1,-1
28657,1209565_1402886603319294_413047567_a,5.45,-1,1,-1,-1,-1,1,-1,-1
28658,1209565_1427435780838392_1600929554_a,4.354,-1,1,-1,-1,-1,1,-1,-1
28659,1209565_1439809676263098_2093900387_a,3.7030000000000003,-1,1,-1,-1,1,-1,-1,-1
28660,1209565_286786404824081_134983708_a,4.603,-1,1,-1,1,-1,-1,-1,-1
28661,1209565_294966677324828_1394246518_a,4.03,-1,1,-1,-1,-1,1,-1,-1
28662,1209565_488000127968859_530596119_a,4.803,-1,1,-1,-1,-1,1,-1,-1
28663,1209565_517149338389761_2127835731_a,5.032,-1,1,-1,-1,-1,1,-1,-1
28664,1209565_605781482845554_1988115596_a,4.217,-1,-1,-1,-1,1,-1,-1,-1
28665,1209565_735253466509450_1816320753_a,3.5260000000000002,-1,1,-1,-1,1,-1,-1,-1
28666,1209565_765962876755608_1447604904_a,5.066,-1,1,-1,-1,-1,1,-1,-1
28667,1209573_1408778389392070_45427181_a,4.343,-1,1,-1,-1,-1,1,-1,-1
28668,1209573_1432284397019535_133616847_a,4.548,-1,1,-1,-1,-1,1,-1,-1
28669,1209573_1439424552964304_1736354053_a,3.543,-1,1,-1,-1,-1,1,-1,-1
28670,1209573_1485269471694185_824794816_a,3.714,-1,1,-1,-1,-1,1,-1,-1
28671,1209573_233202536877553_376527022_a,3.826,-1,1,-1,-1,-1,1,-1,-1
28672,1209573_242318029289089_1066142116_a,3.802,-1,1,-1,-1,-1,1,-1,-1
28673,1209573_309696552511281_222985562_a,4.0280000000000005,-1,1,-1,-1,-1,1,-1,-1
28674,1209573_431334327002381_540184023_a,4.1080000000000005,-1,-1,-1,-1,1,-1,-1,-1
28675,1209573_677532005622183_729769570_a,4.11,-1,1,-1,-1,-1,1,-1,-1
28676,1209573_680633305329135_663533670_a,4.492,-1,1,-1,-1,-1,1,-1,-1
28677,1209580_1379535905661839_939980039_a,4.606,-1,1,-1,-1,-1,1,-1,-1
28678,1209580_1407527026186231_1541399901_a,2.935,-1,0,-1,-1,-1,1,-1,-1
28679,1209580_1410312225899825_292938319_a,3.7310000000000003,-1,1,-1,-1,-1,1,-1,-1
28680,1209580_1412950805639154_405630434_a,2.822,-1,1,-1,-1,-1,-1,1,-1
28681,1209580_1442060309367549_1341374730_a,5.322,-1,1,-1,-1,-1,1,-1,-1
28682,1209580_486285654833782_874309618_a,4.871,-1,1,-1,-1,-1,1,-1,-1
28683,1209580_542690662514259_1995872238_a,4.567,1,1,-1,-1,1,-1,-1,-1
28684,1209580_574211312676788_126047446_a,4.516,-1,1,-1,-1,-1,1,-1,-1
28685,1209580_618176494932734_1522826734_a,3.682,-1,-1,-1,-1,-1,1,-1,-1
28686,1209580_695804570465347_1871928766_a,5.35,-1,0,-1,-1,-1,1,-1,-1
28687,1209580_718934608159216_1476299491_a,4.093999999999999,-1,1,-1,-1,1,-1,-1,-1
28688,1209589_1386576128288850_1609978272_a,4.45,-1,1,-1,-1,-1,1,-1,-1
28689,1209589_1401147303492551_1740176094_a,4.2669999999999995,-1,1,-1,-1,-1,-1,-1,-1
28690,1209589_1422409018014028_1577846247_a,4.455,-1,-1,-1,-1,1,-1,-1,-1
28691,1209589_1436140113294948_1886391513_a,4.456,-1,1,-1,-1,1,-1,-1,-1
28692,1209589_228363890693132_1733768627_a,4.15,1,1,-1,-1,1,-1,-1,-1
28693,1209589_279842642178971_767540505_a,3.48,-1,1,-1,-1,-1,1,-1,-1
28694,1209589_485131088280723_90072718_a,3.6919999999999997,-1,1,-1,-1,1,-1,-1,-1
28695,1209589_550215405095260_2019736409_a,3.8360000000000003,-1,-1,-1,-1,1,-1,-1,-1
28696,1209589_624915177578059_2113266037_a,4.583,-1,1,-1,-1,-1,1,-1,-1
28697,1209589_627366824022925_1703285661_a,4.751,-1,1,-1,-1,1,-1,-1,-1
28698,1209589_627857890617643_1644363833_a,4.666,-1,1,-1,-1,-1,1,-1,-1
28699,1209589_688908227834950_1926317059_a,4.647,-1,1,-1,-1,-1,-1,-1,-1
28700,1209589_762299357122084_71347104_a,4.63,-1,-1,-1,-1,-1,-1,-1,-1
28701,1209589_853998111293668_468826634_a,4.305,-1,1,-1,-1,-1,1,-1,-1
28702,1209589_857311724283903_1816689288_a,3.8939999999999997,-1,1,-1,-1,-1,-1,-1,-1
28703,1209594_234299256736997_1363372409_a,4.378,-1,1,-1,-1,-1,-1,-1,-1
28704,1209596_1374844609464879_552858470_a,3.58,-1,-1,-1,-1,-1,1,-1,-1
28705,1209596_1378373059110698_1316409698_a,4.252,-1,1,-1,-1,-1,-1,-1,-1
28706,1209596_1490082197869910_1782465105_a,4.77,1,1,-1,-1,-1,-1,-1,-1
28707,1209596_223713221160766_1031452151_a,4.861000000000001,-1,-1,-1,-1,-1,1,-1,-1
28708,1209596_227204437478806_418027760_a,4.082,-1,1,-1,-1,-1,1,-1,-1
28709,1209596_262740167239559_1542079595_a,4.084,-1,-1,-1,-1,-1,1,-1,-1
28710,1209596_431948236941022_331193871_a,5.432,-1,1,-1,-1,-1,1,-1,-1
28711,1209596_475076115955034_1671056184_a,3.988,-1,1,-1,-1,-1,-1,-1,-1
28712,1209596_497688437019988_1344921879_a,3.668,1,1,-1,-1,-1,-1,-1,-1
28713,1209596_581113771987665_1639208422_a,2.9619999999999997,-1,1,-1,-1,-1,1,-1,-1
28714,1209596_641897895889681_2005496572_a,3.04,1,1,-1,-1,1,-1,-1,-1
28715,1209596_737717559602358_886926074_a,3.806,-1,1,-1,-1,1,-1,-1,-1
28716,1209603_1397887770489070_976931533_a,3.7689999999999997,-1,1,-1,-1,-1,-1,-1,-1
28717,1209603_1399174173692641_1392585767_a,4.102,-1,1,-1,-1,-1,1,-1,-1
28718,1209603_1426489327600737_1263061268_a,3.798,-1,1,-1,-1,-1,-1,-1,-1
28719,1209603_1491325877755242_598644346_a,2.485,-1,1,-1,-1,-1,1,-1,-1
28720,1209603_212276335648959_912244292_a,4.7410000000000005,-1,1,-1,-1,-1,1,-1,-1
28721,1209603_236939363175197_510238875_a,4.034,-1,0,-1,-1,-1,1,-1,-1
28722,1209603_639917766092189_415203435_a,3.633,-1,-1,-1,-1,-1,-1,1,-1
28723,1209603_658123860901653_56345660_a,4.263,-1,1,-1,-1,-1,-1,1,-1
28724,1209603_684565564920252_902892233_a,5.043,1,1,-1,-1,-1,-1,-1,-1
28725,1209603_707843315932995_1925386818_a,4.154,1,1,-1,-1,-1,1,-1,-1
28726,1209603_875780809105578_2016990709_a,4.206,-1,1,-1,-1,-1,1,-1,-1
28727,1209610_1424330534485808_536897137_a,3.673,-1,-1,-1,-1,-1,1,-1,-1
28728,1209610_1438587426380668_1457820701_a,4.365,-1,1,-1,-1,-1,1,-1,-1
28729,1209610_1468893666674566_352307174_a,3.154,-1,-1,-1,-1,-1,1,-1,-1
28730,1209610_1490349527854863_262577772_a,4.16,-1,-1,-1,1,-1,-1,-1,-1
28731,1209610_1491140234447663_2075093812_a,3.9219999999999997,-1,-1,-1,-1,-1,-1,1,-1
28732,1209610_229307687268947_2065216882_a,3.7510000000000003,-1,1,-1,-1,-1,1,-1,-1
28733,1209610_236127899907404_738943809_a,4.512,-1,1,-1,-1,-1,1,-1,-1
28734,1209610_239452736240700_744536743_a,3.839,-1,1,-1,-1,1,-1,-1,-1
28735,1209610_280483585453337_1867197679_a,4.684,-1,-1,-1,-1,1,-1,-1,-1
28736,1209610_592178654210697_956830628_a,4.211,-1,1,-1,-1,-1,1,-1,-1
28737,1209610_596740070419533_1115544234_a,4.118,-1,1,-1,-1,-1,1,-1,-1
28738,1209610_628662363869470_1335128848_a,4.4910000000000005,-1,1,-1,-1,-1,-1,-1,-1
28739,1209610_636584686391184_159593277_a,4.0569999999999995,-1,-1,-1,-1,-1,-1,-1,-1
28740,1209617_1406419739630407_342346070_a,5.007,-1,1,-1,-1,-1,-1,-1,-1
28741,1209617_1407062002898411_775149927_a,4.717,-1,1,-1,-1,1,-1,-1,-1
28742,1209617_1407696209500819_922044606_a,4.789,-1,1,-1,-1,-1,1,-1,-1
28743,1209617_1411613145768192_945768434_a,5.247000000000001,-1,1,-1,-1,-1,1,-1,-1
28744,1209617_1483391841876066_494352793_a,3.5980000000000003,-1,1,-1,-1,-1,1,-1,-1
28745,1209617_270376919789758_1624467186_a,3.715,-1,1,-1,-1,-1,1,-1,-1
28746,1209617_271939752968237_735564941_a,4.26,-1,1,-1,-1,-1,1,-1,-1
28747,1209617_304322849716162_1800628950_a,4.875,-1,1,-1,-1,-1,1,-1,-1
28748,1209617_307391906079325_2029328529_a,4.644,-1,1,-1,-1,1,-1,-1,-1
28749,1209617_312465438902116_1196812828_a,5.051,-1,1,-1,-1,-1,-1,-1,-1
28750,1209617_439824192787590_253051182_a,5.9879999999999995,-1,1,-1,-1,-1,-1,-1,-1
28751,1209617_530963853680350_678152810_a,3.2569999999999997,-1,1,-1,-1,-1,1,-1,-1
28752,1209617_538409546278322_2038595971_a,4.306,1,-1,-1,-1,-1,-1,-1,-1
28753,1209617_635837463162678_374312803_a,3.801,-1,1,-1,-1,-1,1,-1,-1
28754,1209617_650935301626631_1614336055_a,4.322,-1,1,-1,-1,-1,1,-1,-1
28755,1209617_783769201634768_1757018100_a,4.699,-1,1,-1,-1,-1,1,-1,-1
28756,1209624_1393992320879847_1556661745_a,3.6510000000000002,1,1,-1,-1,1,-1,-1,-1
28757,1209624_1410427852555492_1043476711_a,4.043,-1,1,-1,-1,-1,1,-1,-1
28758,1209624_1415065405420498_2116969126_a,4.152,-1,0,-1,-1,-1,-1,-1,-1
28759,1209624_1423818774538366_1237720592_a,3.265,-1,-1,-1,-1,-1,1,-1,-1
28760,1209624_1436157873296897_1960748348_a,5.702000000000001,-1,1,-1,-1,1,-1,-1,-1
28761,1209624_1470235196526850_333488791_a,4.535,-1,1,-1,-1,-1,-1,-1,-1
28762,1209624_1479450192269211_1779683008_a,4.042,-1,1,-1,-1,-1,1,-1,-1
28763,1209624_1483623591851026_1301635883_a,4.551,-1,1,-1,-1,-1,1,-1,-1
28764,1209624_1491720791048420_268230270_a,5.102,-1,1,-1,-1,-1,-1,-1,-1
28765,1209624_247636102090421_937278160_a,3.562,-1,-1,-1,-1,1,-1,-1,-1
28766,1209624_306884212797537_421134680_a,4.061,-1,-1,-1,-1,1,-1,-1,-1
28767,1209624_387041608102265_672026008_a,4.5889999999999995,-1,1,-1,-1,1,-1,-1,-1
28768,1209624_433744193435783_1029757046_a,4.724,-1,1,-1,1,-1,-1,-1,-1
28769,1209624_441320682637038_1854223322_a,4.461,-1,1,-1,-1,-1,1,-1,-1
28770,1209624_488803391219857_275629924_a,5.196000000000001,-1,-1,-1,-1,-1,1,-1,-1
28771,1209624_493431700779758_1403073806_a,3.62,-1,-1,-1,-1,-1,1,-1,-1
28772,1209624_621077464643260_625105760_a,5.062,-1,1,-1,-1,-1,1,-1,-1
28773,1209624_705397302857408_1128949224_a,3.658,-1,1,-1,-1,1,-1,-1,-1
28774,1209627_463400150443796_1562289148_a,4.888999999999999,-1,1,-1,-1,-1,1,-1,-1
28775,1209631_1396683357276086_1092823030_a,3.055,-1,1,-1,-1,-1,-1,-1,-1
28776,1209631_1438544056384558_1748252381_a,3.747,-1,1,-1,-1,-1,1,-1,-1
28777,1209631_1464421710458669_588134395_a,4.02,-1,-1,-1,-1,1,-1,-1,-1
28778,1209631_294430394045026_1279546593_a,3.772,-1,1,-1,-1,-1,1,-1,-1
28779,1209631_303773423106611_1408523452_a,5.121,-1,-1,-1,-1,1,-1,-1,-1
28780,1209631_444895882316812_1719293516_a,4.893,-1,1,-1,-1,-1,1,-1,-1
28781,1209631_646147865462887_948587687_a,4.736000000000001,-1,-1,-1,-1,-1,1,-1,-1
28782,1209631_690557217669808_973227737_a,4.0280000000000005,-1,1,-1,-1,-1,-1,-1,-1
28783,1209638_1489978687896947_803206814_a,5.065,-1,-1,-1,-1,-1,1,-1,-1
28784,1209638_284050981770677_649146618_a,4.183,-1,1,-1,-1,-1,1,-1,-1
28785,1209638_308755875944877_9366167_a,5.251,-1,1,-1,-1,-1,1,-1,-1
28786,1209638_419988064803252_31577858_a,4.131,-1,-1,-1,-1,-1,1,-1,-1
28787,1209638_538723766248319_1106278232_a,4.189,-1,0,-1,-1,-1,1,-1,-1
28788,1209638_544073902380145_311443509_a,3.738,-1,0,-1,-1,-1,-1,-1,-1
28789,1209638_613216425428911_2005434420_a,4.381,-1,1,-1,-1,-1,1,-1,-1
28790,1209638_615731015183632_504019547_a,4.721,-1,1,-1,-1,-1,1,-1,-1
28791,1209638_674163425975155_247533410_a,4.848,-1,-1,-1,-1,-1,1,-1,-1
28792,1209638_721225491232479_897267694_a,4.0969999999999995,-1,1,-1,-1,-1,1,-1,-1
28793,1209638_769174423127888_972441008_a,4.07,-1,1,-1,-1,-1,1,-1,-1
28794,1209638_776207015725260_1455953727_a,4.394,-1,1,-1,-1,-1,1,-1,-1
28795,1209647_1390643294489771_1213834825_a,4.71,-1,1,-1,-1,-1,1,-1,-1
28796,1209647_1439555442950489_1140944539_a,4.298,1,1,-1,-1,-1,-1,-1,-1
28797,1209647_1461968434037793_1477352782_a,4.656000000000001,-1,1,-1,-1,-1,1,-1,-1
28798,1209647_236967063174115_1061415990_a,5.167000000000001,-1,1,-1,-1,-1,1,-1,-1
28799,1209647_248146895368832_1694375903_a,4.254,1,1,-1,-1,-1,1,-1,-1
28800,1209647_258076834365352_1007246992_a,4.196000000000001,1,-1,-1,-1,-1,1,-1,-1
28801,1209647_275622155931171_212715817_a,5.001,-1,1,-1,-1,-1,1,-1,-1
28802,1209647_288048011353566_949131096_a,3.145,-1,-1,-1,-1,-1,1,-1,-1
28803,1209647_315983381889090_828924836_a,4.405,-1,1,-1,-1,-1,1,-1,-1
28804,1209647_436647656481993_1663801376_a,5.115,-1,1,-1,-1,-1,1,-1,-1
28805,1209647_565308380242874_959100299_a,4.617,-1,1,-1,-1,-1,1,-1,-1
28806,1209647_610246199068775_1652292965_a,3.991,-1,0,-1,-1,-1,1,-1,-1
28807,1209647_624328737650374_1382407663_a,5.053,-1,1,-1,-1,-1,1,-1,-1
28808,1209647_624437497643150_258103038_a,3.926,-1,-1,-1,-1,1,-1,-1,-1
28809,1209647_628156030605588_413878952_a,3.4960000000000004,-1,1,-1,1,-1,-1,-1,-1
28810,1209647_629930920412076_1256297061_a,4.294,-1,1,-1,-1,-1,1,-1,-1
28811,1209647_646709185401464_2103832312_a,5.832000000000001,-1,1,-1,-1,1,-1,-1,-1
28812,1209647_688337501205451_684845360_a,4.074,1,-1,-1,-1,1,-1,-1,-1
28813,1209647_831809723500287_444577479_a,4.535,-1,1,-1,-1,-1,1,-1,-1
28814,1209655_1405401569732953_102718815_a,4.773,-1,1,-1,-1,1,-1,-1,-1
28815,1209655_1439025656335734_333364493_a,4.026,-1,1,-1,-1,-1,-1,-1,-1
28816,1209655_1488694188025514_95608866_a,4.418,-1,1,-1,-1,-1,1,-1,-1
28817,1209655_1495531110667193_26379421_a,4.374,-1,1,-1,1,-1,-1,-1,-1
28818,1209655_288677587959062_354899622_a,3.9160000000000004,-1,-1,-1,-1,-1,1,-1,-1
28819,1209655_306706232811749_655615212_a,4.124,-1,1,-1,-1,-1,1,-1,-1
28820,1209655_485563294878524_382352077_a,5.013999999999999,-1,1,-1,-1,-1,1,-1,-1
28821,1209655_544636268990602_676127392_a,4.699,-1,-1,-1,-1,1,-1,-1,-1
28822,1209655_544949892291082_1290859850_a,4.791,-1,1,-1,-1,1,-1,-1,-1
28823,1209655_556776114419715_726025389_a,3.883,-1,-1,-1,-1,-1,1,-1,-1
28824,1209655_562859633812242_71904989_a,3.62,-1,-1,-1,-1,1,-1,-1,-1
28825,1209655_734496746582430_1846675539_a,4.746,-1,1,-1,-1,1,-1,-1,-1
28826,1209663_1391376077749587_349810603_a,4.877,-1,1,-1,-1,1,-1,-1,-1
28827,1209663_1402223653386738_171841267_a,5.359,-1,0,-1,-1,-1,1,-1,-1
28828,1209663_1409509172652035_353250135_a,5.539,-1,1,-1,-1,-1,1,-1,-1
28829,1209663_1420389068219006_296595336_a,5.912000000000001,-1,1,-1,-1,-1,1,-1,-1
28830,1209663_1479253862290313_1306563178_a,4.592,-1,1,-1,-1,-1,1,-1,-1
28831,1209663_1488628454699404_778097438_a,3.9160000000000004,-1,1,-1,-1,-1,1,-1,-1
28832,1209663_1529949390565028_638189218_a,4.146,-1,1,-1,-1,-1,1,-1,-1
28833,1209663_257944347711988_1774639001_a,4.18,-1,1,-1,-1,-1,1,-1,-1
28834,1209663_268463856664961_203132323_a,3.568,1,1,-1,-1,-1,1,-1,-1
28835,1209663_270957739745535_796867176_a,4.4510000000000005,-1,1,-1,-1,-1,1,-1,-1
28836,1209663_280103718819187_964510301_a,5.492999999999999,-1,-1,-1,-1,-1,1,-1,-1
28837,1209663_303881879762633_1362253129_a,5.132000000000001,-1,1,-1,-1,-1,1,-1,-1
28838,1209663_526824154095704_429281983_a,4.4319999999999995,1,-1,-1,-1,-1,1,-1,-1
28839,1209663_537517243034011_2035064233_a,4.546,-1,-1,-1,-1,1,-1,-1,-1
28840,1209663_654993811216470_1680771238_a,4.048,-1,-1,-1,-1,-1,1,-1,-1
28841,1209663_725300257491226_2122072517_a,3.737,-1,1,-1,-1,-1,1,-1,-1
28842,1209663_770057246361031_1558218035_a,3.6710000000000003,-1,1,-1,-1,-1,1,-1,-1
28843,1209663_771865366164987_529595377_a,4.515,-1,-1,-1,-1,1,-1,-1,-1
28844,1209663_814426655251640_966710946_a,4.622,-1,1,-1,-1,-1,1,-1,-1
28845,1209671_237139839811174_1993076933_a,3.884,-1,-1,-1,-1,-1,-1,-1,-1
28846,1209671_488125421314935_1792394429_a,5.005,1,1,-1,-1,-1,1,-1,-1
28847,1209671_519810128128284_1231723524_a,5.175,-1,-1,-1,-1,-1,1,-1,-1
28848,1209671_561147474003620_1389254061_a,3.799,-1,1,-1,-1,-1,-1,1,-1
28849,1209671_618914738199952_1513529931_a,3.167,-1,1,-1,-1,-1,1,-1,-1
28850,1209671_629343223808689_331596641_a,4.625,-1,-1,-1,-1,-1,-1,-1,-1
28851,1209671_680505582011264_676936505_a,4.604,-1,1,-1,-1,-1,-1,-1,-1
28852,1209671_691481790909464_1728733659_a,4.118,-1,1,-1,-1,-1,1,-1,-1
28853,1209671_719270038103658_372638846_a,4.6530000000000005,-1,-1,-1,-1,-1,-1,-1,-1
28854,1209671_730742503636735_1394577892_a,4.3260000000000005,-1,-1,-1,-1,-1,-1,-1,-1
28855,1209671_764780476889788_97445198_a,4.007,-1,1,-1,-1,1,1,-1,-1
28856,1209678_1414118648849008_609502326_a,4.655,-1,-1,-1,-1,-1,1,-1,-1
28857,1209678_1421564271431251_568032017_a,4.013,-1,1,-1,-1,-1,-1,-1,-1
28858,1209678_1424143904502241_585249998_a,5.152,-1,1,-1,-1,-1,-1,-1,-1
28859,1209678_1436169289958768_566106613_a,3.753,-1,-1,-1,-1,1,-1,-1,-1
28860,1209678_226436977558014_868528867_a,4.1930000000000005,-1,-1,-1,-1,1,-1,-1,-1
28861,1209678_230403040499631_521116063_a,3.761,1,-1,-1,-1,-1,1,-1,-1
28862,1209678_268539986661359_2022913573_a,4.087,-1,1,-1,-1,-1,-1,-1,-1
28863,1209678_312689245549609_934880880_a,4.3260000000000005,-1,-1,-1,-1,-1,1,-1,-1
28864,1209678_448723911926507_1765119054_a,3.517,-1,1,-1,-1,-1,1,-1,-1
28865,1209678_512125128897898_845560781_a,4.966,-1,1,-1,-1,-1,1,-1,-1
28866,1209678_714068428645775_623784296_a,3.654,-1,1,-1,-1,-1,-1,-1,-1
28867,1209678_743935555630774_323346089_a,3.411,-1,1,-1,-1,1,-1,-1,-1
28868,1209683_195238717340087_2056744402_a,5.375,-1,1,-1,-1,-1,-1,-1,-1
28869,1209685_1436926639888247_73496626_a,5.675,-1,1,-1,-1,-1,1,-1,-1
28870,1209685_1490678807820838_1060332032_a,5.073,-1,1,-1,-1,-1,1,-1,-1
28871,1209685_247233415461521_133005267_a,3.983,-1,1,-1,-1,-1,-1,1,-1
28872,1209685_265318380306697_519268042_a,3.807,-1,-1,-1,-1,-1,1,-1,-1
28873,1209685_299675256852208_890668202_a,4.66,-1,1,-1,-1,-1,1,-1,-1
28874,1209685_384266455046668_231130999_a,4.685,-1,1,-1,-1,-1,-1,-1,-1
28875,1209685_542027782580717_585242600_a,4.6739999999999995,-1,1,-1,-1,-1,-1,-1,-1
28876,1209685_559880344127411_1017715546_a,4.824,-1,1,-1,-1,-1,-1,-1,-1
28877,1209685_618459244912505_29333828_a,3.787,-1,1,-1,-1,-1,1,-1,-1
28878,1209685_621471597932095_1745158308_a,4.196000000000001,-1,1,-1,1,-1,-1,-1,-1
28879,1209685_656586511044531_929852384_a,3.7489999999999997,-1,1,-1,-1,-1,1,-1,-1
28880,1209685_696233577107793_1813371943_a,4.551,-1,-1,-1,-1,-1,1,-1,-1
28881,1209685_793429267352699_2012876012_a,4.315,-1,-1,-1,-1,-1,1,-1,-1
28882,1209691_1427170170864661_1555771808_a,4.437,-1,1,-1,1,-1,-1,-1,-1
28883,1209691_1438365713075439_1319067645_a,5.358,-1,1,-1,-1,-1,1,-1,-1
28884,1209691_1496095900609936_2055688779_a,4.871,-1,1,-1,-1,1,-1,-1,-1
28885,1209691_229251240605843_1404331246_a,5.1339999999999995,-1,1,-1,-1,-1,1,-1,-1
28886,1209691_237432023115317_2000843890_a,5.52,-1,1,-1,-1,-1,1,-1,-1
28887,1209691_338619499596440_225702356_a,4.481,-1,1,-1,-1,-1,1,-1,-1
